subject,session,date,time,list,phase,serial_position,cue,target,response,rt
9056,1,11/09/22,15:38,4,encoding,8,push,fare,,NA
9056,1,11/09/22,15:38,4,encoding,9,soup,dell,,NA
9056,1,11/09/22,15:38,4,encoding,10,prey,time,,NA
9056,1,11/09/22,15:38,4,recall,1,disc,past,past,3317.7867
9056,1,11/09/22,15:38,4,recall,2,desk,body,body,2001.484
9056,1,11/09/22,15:38,4,recall,3,spot,luck,lucky,2032.8983
9056,1,11/09/22,15:38,4,recall,4,push,fare,fare,1799.3587
9056,1,11/09/22,15:38,4,recall,5,milk,tech,tech,1560.8068
9056,1,11/09/22,15:38,4,recall,6,gain,hive,hive,1827.6459
9056,1,11/09/22,15:38,4,recall,7,soup,dell,dell,2230.7672
9056,1,11/09/22,15:38,4,recall,8,care,lynx,lynx,2307.8981
9056,1,11/09/22,15:38,4,recall,9,seal,mint,mint,2152.8591
9056,1,11/09/22,15:38,4,recall,10,prey,time,time,1529.6217
9056,1,11/09/22,15:38,5,encoding,1,bear,loop,,NA
9056,1,11/09/22,15:38,5,encoding,2,knee,golf,,NA
9056,1,11/09/22,15:38,5,encoding,3,tube,fork,,NA
9056,1,11/09/22,15:38,5,encoding,4,text,goal,,NA
9056,1,11/09/22,15:38,5,encoding,5,vote,pain,,NA
9056,1,11/09/22,15:38,5,encoding,6,lamb,club,,NA
9056,1,11/09/22,15:38,5,encoding,7,stat,bait,,NA
9056,1,11/09/22,15:38,5,encoding,8,pole,drug,,NA
9056,1,11/09/22,15:38,5,encoding,9,urge,gulf,,NA
9056,1,11/09/22,15:38,5,encoding,10,cave,lust,,NA
9056,1,11/09/22,15:38,5,recall,1,lamb,club,club,2392.4663
9056,1,11/09/22,15:38,5,recall,2,tube,fork,fork,2679.4159
9056,1,11/09/22,15:38,5,recall,3,pole,drug,drug,2032.7551
9056,1,11/09/22,15:38,5,recall,4,bear,loop,loop,1824.3602
9056,1,11/09/22,15:38,5,recall,5,cave,lust,lust,2653.742
9056,1,11/09/22,15:38,5,recall,6,urge,gulf,gulf,1832.4834
9056,1,11/09/22,15:38,5,recall,7,stat,bait,,NA
9056,1,11/09/22,15:38,5,recall,8,text,goal,goal,3048.6196
9056,1,11/09/22,15:38,5,recall,9,knee,golf,golf,1598.747
9056,1,11/09/22,15:38,5,recall,10,vote,pain,pain,1394.4461
9056,1,11/09/22,15:38,6,encoding,1,void,bean,,NA
9056,1,11/09/22,15:38,6,encoding,2,term,ride,,NA
9056,1,11/09/22,15:38,6,encoding,3,coal,junk,,NA
9056,1,11/09/22,15:38,6,encoding,4,talk,dale,,NA
9056,1,11/09/22,15:38,6,encoding,5,base,lisp,,NA
9056,1,11/09/22,15:38,6,encoding,6,boat,axis,,NA
9056,1,11/09/22,15:38,6,encoding,7,spin,nail,,NA
9056,1,11/09/22,15:38,6,encoding,8,bend,flag,,NA
9056,1,11/09/22,15:38,6,encoding,9,glen,boot,,NA
9056,1,11/09/22,15:38,6,encoding,10,doll,wine,,NA
9056,1,11/09/22,15:38,6,recall,1,doll,wine,wine,2619.2504
9056,1,11/09/22,15:38,6,recall,2,boat,axis,axis,2262.6257
9056,1,11/09/22,15:38,6,recall,3,bend,flag,flag,1602.9947
9056,1,11/09/22,15:38,6,recall,4,base,lisp,lisp,2292.413
9056,1,11/09/22,15:38,6,recall,5,talk,dale,,2396.9619
9056,1,11/09/22,15:38,6,recall,6,glen,boot,boot,1669.0779
9056,1,11/09/22,15:38,6,recall,7,spin,nail,nail,1811.6219
9056,1,11/09/22,15:38,6,recall,8,term,ride,ride,2406.4465
9056,1,11/09/22,15:38,6,recall,9,void,bean,bean,1543.4154
9056,1,11/09/22,15:38,6,recall,10,coal,junk,junk,2185.0428
9056,1,11/09/22,15:38,7,encoding,1,bull,host,,NA
9056,1,11/09/22,15:38,7,encoding,2,skip,gore,,NA
9056,1,11/09/22,15:38,7,encoding,3,dose,fair,,NA
9056,1,11/09/22,15:38,7,encoding,4,coil,farm,,NA
9056,1,11/09/22,15:38,7,encoding,5,yell,post,,NA
9056,1,11/09/22,15:38,7,encoding,6,surf,hill,,NA
9056,1,11/09/22,15:38,7,encoding,7,wage,tape,,NA
9056,1,11/09/22,15:38,7,encoding,8,spit,poll,,NA
9056,1,11/09/22,15:38,7,encoding,9,snow,rear,,NA
9056,1,11/09/22,15:38,7,encoding,10,soda,fort,,NA
9056,1,11/09/22,15:38,7,recall,1,bull,host,host,2125.9306
9056,1,11/09/22,15:38,7,recall,2,dose,fair,fair,3265.2303
9056,1,11/09/22,15:38,7,recall,3,snow,rear,rear,1665.0783
9056,1,11/09/22,15:38,7,recall,4,soda,fort,fort,1553.5465
9056,1,11/09/22,15:38,7,recall,5,surf,hill,hill,1714.9
9056,1,11/09/22,15:38,7,recall,6,coil,farm,farm,1817.2599
9056,1,11/09/22,15:38,7,recall,7,skip,gore,gore,1934.4996
9056,1,11/09/22,15:38,7,recall,8,spit,poll,poll,1730.1493
9056,1,11/09/22,15:38,7,recall,9,yell,post,post,2624.3672
9056,1,11/09/22,15:38,7,recall,10,wage,tape,tape,2726.1993
9056,1,11/09/22,15:38,8,encoding,1,dash,shop,,NA
9056,1,11/09/22,15:38,8,encoding,2,demo,worm,,NA
9056,1,11/09/22,15:38,8,encoding,3,cafe,base,,NA
9056,1,11/09/22,15:38,8,encoding,4,trek,teen,,NA
9056,1,11/09/22,15:38,8,encoding,5,boom,cart,,NA
9056,1,11/09/22,15:38,8,encoding,6,rise,name,,NA
9056,1,11/09/22,15:38,8,encoding,7,load,tire,,NA
9056,1,11/09/22,15:38,8,encoding,8,wand,fact,,NA
9056,1,11/09/22,15:38,8,encoding,9,silk,wall,,NA
9056,1,11/09/22,15:38,8,encoding,10,reef,word,,NA
9056,1,11/09/22,15:38,8,recall,1,load,tire,tire,4531.9663
9056,1,11/09/22,15:38,8,recall,2,cafe,base,base,2321.4651
9056,1,11/09/22,15:38,8,recall,3,silk,wall,wall,1577.2005
9056,1,11/09/22,15:38,8,recall,4,boom,cart,,2822.6584
9056,1,11/09/22,15:38,8,recall,5,wand,fact,fact,2073.8119
9056,1,11/09/22,15:38,8,recall,6,dash,shop,shop,1681.5346
9056,1,11/09/22,15:38,8,recall,7,reef,word,fact,3019.692
9056,1,11/09/22,15:38,8,recall,8,rise,name,name,2226.3878
9056,1,11/09/22,15:38,8,recall,9,trek,teen,teen,1808.8803
9056,1,11/09/22,15:38,8,recall,10,demo,worm,worm,2642.8944
9056,1,11/09/22,15:38,9,encoding,1,soul,mood,,NA
9056,1,11/09/22,15:38,9,encoding,2,toil,wood,,NA
9056,1,11/09/22,15:38,9,encoding,3,half,pick,,NA
9056,1,11/09/22,15:38,9,encoding,4,brew,gang,,NA
9056,1,11/09/22,15:38,9,encoding,5,army,path,,NA
9056,1,11/09/22,15:38,9,encoding,6,herb,yarn,,NA
9056,1,11/09/22,15:38,9,encoding,7,exam,moss,,NA
9056,1,11/09/22,15:38,9,encoding,8,sake,film,,NA
9056,1,11/09/22,15:38,9,encoding,9,jury,fill,,NA
9056,1,11/09/22,15:38,9,encoding,10,hemp,soap,,NA
9056,1,11/09/22,15:38,9,recall,1,hemp,soap,soap,1835.1503
9056,1,11/09/22,15:38,9,recall,2,half,pick,pick,2736.6377
9056,1,11/09/22,15:38,9,recall,3,herb,yarn,,4241.1683
9056,1,11/09/22,15:38,9,recall,4,brew,gang,gang,1843.6685
9056,1,11/09/22,15:38,9,recall,5,toil,wood,wood,1839.9411
9056,1,11/09/22,15:38,9,recall,6,jury,fill,fill,1609.0845
9056,1,11/09/22,15:38,9,recall,7,sake,film,film,2670.3202
9056,1,11/09/22,15:38,9,recall,8,exam,moss,moss,1768.7249
9056,1,11/09/22,15:38,9,recall,9,army,path,path,1659.8377
9056,1,11/09/22,15:38,9,recall,10,soul,mood,mood,1463.4785
9056,1,11/09/22,15:38,10,encoding,1,grin,beam,,NA
9056,1,11/09/22,15:38,10,encoding,2,mute,clip,,NA
9056,1,11/09/22,15:38,10,encoding,3,visa,foot,,NA
9056,1,11/09/22,15:38,10,encoding,4,earl,slam,,NA
9056,1,11/09/22,15:38,10,encoding,5,dive,foil,,NA
9056,1,11/09/22,15:38,10,encoding,6,wrap,show,,NA
9056,1,11/09/22,15:38,10,encoding,7,whip,zone,,NA
9056,1,11/09/22,15:38,10,encoding,8,jail,save,,NA
9056,1,11/09/22,15:38,10,encoding,9,tail,rice,,NA
9056,1,11/09/22,15:38,10,encoding,10,tour,lane,,NA
9056,1,11/09/22,15:38,10,recall,1,wrap,show,show,2975.1458
9056,1,11/09/22,15:38,10,recall,2,jail,save,save,2602.4957
9056,1,11/09/22,15:38,10,recall,3,earl,slam,slam,1722.4897
9056,1,11/09/22,15:38,10,recall,4,tail,rice,rice,1505.2116
9056,1,11/09/22,15:38,10,recall,5,dive,foil,foil,2418.2675
9056,1,11/09/22,15:38,10,recall,6,grin,beam,beam,2004.3441
9056,1,11/09/22,15:38,10,recall,7,visa,foot,foot,2071.4872
9056,1,11/09/22,15:38,10,recall,8,mute,clip,clip,1995.9991
9056,1,11/09/22,15:38,10,recall,9,tour,lane,lane,1868.3982
9056,1,11/09/22,15:38,10,recall,10,whip,zone,zone,2161.0971
9057,1,11/09/22,15:36,0,encoding,1,atom,gift,,NA
9057,1,11/09/22,15:36,0,encoding,2,zone,cage,,NA
9057,1,11/09/22,15:36,0,encoding,3,newt,folk,,NA
9057,1,11/09/22,15:36,0,recall,1,zone,cage,gift,3564.9467
9057,1,11/09/22,15:36,0,recall,2,newt,folk,zonr,6018.3727
9057,1,11/09/22,15:36,0,recall,3,atom,gift,gift,3386.9483
9057,1,11/09/22,15:36,1,encoding,1,gulf,lion,,NA
9057,1,11/09/22,15:36,1,encoding,2,role,chow,,NA
9057,1,11/09/22,15:36,1,encoding,3,idea,mode,,NA
9057,1,11/09/22,15:36,1,encoding,4,shed,peak,,NA
9057,1,11/09/22,15:36,1,encoding,5,tear,wing,,NA
9057,1,11/09/22,15:36,1,encoding,6,year,walk,,NA
9057,1,11/09/22,15:36,1,encoding,7,neon,node,,NA
9057,1,11/09/22,15:36,1,encoding,8,burn,lift,,NA
9057,1,11/09/22,15:36,1,encoding,9,math,norm,,NA
9057,1,11/09/22,15:36,1,encoding,10,lead,open,,NA
9057,1,11/09/22,15:36,1,recall,1,year,walk,,NA
9057,1,11/09/22,15:36,1,recall,2,idea,mode,,NA
9057,1,11/09/22,15:36,1,recall,3,neon,node,node,5181.932
9057,1,11/09/22,15:36,1,recall,4,math,norm,year,3979.3239
9057,1,11/09/22,15:36,1,recall,5,tear,wing,year,2194.1694
9057,1,11/09/22,15:36,1,recall,6,lead,open,n/a,4147.9905
9057,1,11/09/22,15:36,1,recall,7,shed,peak,peak,2323.7291
9057,1,11/09/22,15:36,1,recall,8,gulf,lion,lion,2322.1605
9057,1,11/09/22,15:36,1,recall,9,burn,lift,n/a,2650.9207
9057,1,11/09/22,15:36,1,recall,10,role,chow,chow,5956.6148
9057,1,11/09/22,15:36,2,encoding,1,bulb,calm,,NA
9057,1,11/09/22,15:36,2,encoding,2,pulp,lion,,NA
9057,1,11/09/22,15:36,2,encoding,3,call,coat,,NA
9057,1,11/09/22,15:36,2,encoding,4,fire,race,,NA
9057,1,11/09/22,15:36,2,encoding,5,hail,game,,NA
9057,1,11/09/22,15:36,2,encoding,6,loss,port,,NA
9057,1,11/09/22,15:36,2,encoding,7,hawk,bell,,NA
9057,1,11/09/22,15:36,2,encoding,8,ping,spec,,NA
9057,1,11/09/22,15:36,2,encoding,9,ring,slap,,NA
9057,1,11/09/22,15:36,2,encoding,10,salt,corp,,NA
9057,1,11/09/22,15:36,2,recall,1,bulb,calm,poke,2619.8665
9057,1,11/09/22,15:36,2,recall,2,call,coat,n/a,4897.4008
9057,1,11/09/22,15:36,2,recall,3,loss,port,n/a,3401.3205
9057,1,11/09/22,15:36,2,recall,4,fire,race,n/a,2139.7226
9057,1,11/09/22,15:36,2,recall,5,pulp,lion,n/a,2625.0859
9057,1,11/09/22,15:36,2,recall,6,salt,corp,n/a,2194.0066
9057,1,11/09/22,15:36,2,recall,7,hail,game,rail,2737.951
9057,1,11/09/22,15:36,2,recall,8,ping,spec,pong\,4267.9066
9057,1,11/09/22,15:36,2,recall,9,hawk,bell,ball,4555.1241
9057,1,11/09/22,15:36,2,recall,10,ring,slap,n/a,3697.5515
9057,1,11/09/22,15:36,3,encoding,1,hull,bash,,NA
9057,1,11/09/22,15:36,3,encoding,2,card,swim,,NA
9057,1,11/09/22,15:36,3,encoding,3,city,cube,,NA
9057,1,11/09/22,15:36,3,encoding,4,bird,shot,,NA
9057,1,11/09/22,15:36,3,encoding,5,zoom,flaw,,NA
9057,1,11/09/22,15:36,3,encoding,6,head,unit,,NA
9057,1,11/09/22,15:36,3,encoding,7,rush,test,,NA
9057,1,11/09/22,15:36,3,encoding,8,glue,keep,,NA
9057,1,11/09/22,15:36,3,encoding,9,nose,ammo,,NA
9057,1,11/09/22,15:36,3,encoding,10,monk,jazz,,NA
9057,1,11/09/22,15:36,3,recall,1,rush,test,bird,6304.3106
9057,1,11/09/22,15:36,3,recall,2,hull,bash,bird,1947.298
9057,1,11/09/22,15:36,3,recall,3,bird,shot,n/a,4633.4999
9057,1,11/09/22,15:36,3,recall,4,glue,keep,n/a,2314.2128
9057,1,11/09/22,15:36,3,recall,5,zoom,flaw,n/a,7666.3438
9057,1,11/09/22,15:36,3,recall,6,monk,jazz,fire,2242.5201
9057,1,11/09/22,15:36,3,recall,7,head,unit,tap,2244.6724
9057,1,11/09/22,15:36,3,recall,8,nose,ammo,bridge,3787.1161
9057,1,11/09/22,15:36,3,recall,9,city,cube,n/a,2649.8553
9057,1,11/09/22,15:36,3,recall,10,card,swim,n/a,2356.1777
9057,1,11/09/22,15:36,4,encoding,1,desk,body,,NA
9057,1,11/09/22,15:36,4,encoding,2,gain,hive,,NA
9057,1,11/09/22,15:36,4,encoding,3,care,lynx,,NA
9057,1,11/09/22,15:36,4,encoding,4,milk,tech,,NA
9057,1,11/09/22,15:36,4,encoding,5,seal,mint,,NA
9057,1,11/09/22,15:36,4,encoding,6,disc,past,,NA
9057,1,11/09/22,15:36,4,encoding,7,spot,luck,,NA
9057,1,11/09/22,15:36,4,encoding,8,push,fare,,NA
9057,1,11/09/22,15:36,4,encoding,9,soup,dell,,NA
9057,1,11/09/22,15:36,4,encoding,10,prey,time,,NA
9057,1,11/09/22,15:36,4,recall,1,desk,body,,NA
9057,1,11/09/22,15:36,4,recall,2,care,lynx,,3746.5641
9057,1,11/09/22,15:36,4,recall,3,milk,tech,,433.4621
9057,1,11/09/22,15:36,4,recall,4,spot,luck,,290.5539
9057,1,11/09/22,15:36,4,recall,5,push,fare,,252.2173
9057,1,11/09/22,15:36,4,recall,6,gain,hive,,211.512
9057,1,11/09/22,15:36,4,recall,7,soup,dell,,435.5696
9057,1,11/09/22,15:36,4,recall,8,prey,time,,532.1639
9057,1,11/09/22,15:36,4,recall,9,disc,past,,834.7521
9057,1,11/09/22,15:36,4,recall,10,seal,mint,,1618.404
9057,1,11/09/22,15:36,5,encoding,1,bear,loop,,NA
9057,1,11/09/22,15:36,5,encoding,2,knee,golf,,NA
9057,1,11/09/22,15:36,5,encoding,3,tube,fork,,NA
9057,1,11/09/22,15:36,5,encoding,4,text,goal,,NA
9057,1,11/09/22,15:36,5,encoding,5,vote,pain,,NA
9057,1,11/09/22,15:36,5,encoding,6,lamb,club,,NA
9057,1,11/09/22,15:36,5,encoding,7,stat,bait,,NA
9057,1,11/09/22,15:36,5,encoding,8,pole,drug,,NA
9057,1,11/09/22,15:36,5,encoding,9,urge,gulf,,NA
9057,1,11/09/22,15:36,5,encoding,10,cave,lust,,NA
9057,1,11/09/22,15:36,5,recall,1,tube,fork,,3926.5496
9057,1,11/09/22,15:36,5,recall,2,cave,lust,,865.0489
9057,1,11/09/22,15:36,5,recall,3,text,goal,goal,2393.1285
9057,1,11/09/22,15:36,5,recall,4,knee,golf,gulf,3114.8792
9057,1,11/09/22,15:36,5,recall,5,vote,pain,,5219.7427
9057,1,11/09/22,15:36,5,recall,6,bear,loop,cub,2818.4506
9057,1,11/09/22,15:36,5,recall,7,stat,bait,,1754.6677
9057,1,11/09/22,15:36,5,recall,8,lamb,club,,964.0993
9057,1,11/09/22,15:36,5,recall,9,pole,drug,club,4562.5804
9057,1,11/09/22,15:36,5,recall,10,urge,gulf,,1090.9335
9057,1,11/09/22,15:36,6,encoding,1,void,bean,,NA
9057,1,11/09/22,15:36,6,encoding,2,term,ride,,NA
9057,1,11/09/22,15:36,6,encoding,3,coal,junk,,NA
9057,1,11/09/22,15:36,6,encoding,4,talk,dale,,NA
9057,1,11/09/22,15:36,6,encoding,5,base,lisp,,NA
9057,1,11/09/22,15:36,6,encoding,6,boat,axis,,NA
9057,1,11/09/22,15:36,6,encoding,7,spin,nail,,NA
9057,1,11/09/22,15:36,6,encoding,8,bend,flag,,NA
9057,1,11/09/22,15:36,6,encoding,9,glen,boot,,NA
9057,1,11/09/22,15:36,6,encoding,10,doll,wine,,NA
9057,1,11/09/22,15:36,6,recall,1,doll,wine,flare,3998.4739
9057,1,11/09/22,15:36,6,recall,2,boat,axis,sink,6242.7792
9057,1,11/09/22,15:36,6,recall,3,base,lisp,,1760.9474
9057,1,11/09/22,15:36,6,recall,4,coal,junk,,332.8706
9057,1,11/09/22,15:36,6,recall,5,bend,flag,,650.3873
9057,1,11/09/22,15:36,6,recall,6,glen,boot,,306.8615
9057,1,11/09/22,15:36,6,recall,7,talk,dale,bend,3594.2383
9057,1,11/09/22,15:36,6,recall,8,spin,nail,,660.1322
9057,1,11/09/22,15:36,6,recall,9,void,bean,,201.6499
9057,1,11/09/22,15:36,6,recall,10,term,ride,,402.3032
9057,1,11/09/22,15:36,7,encoding,1,bull,host,,NA
9057,1,11/09/22,15:36,7,encoding,2,skip,gore,,NA
9057,1,11/09/22,15:36,7,encoding,3,dose,fair,,NA
9057,1,11/09/22,15:36,7,encoding,4,coil,farm,,NA
9057,1,11/09/22,15:36,7,encoding,5,yell,post,,NA
9057,1,11/09/22,15:36,7,encoding,6,surf,hill,,NA
9057,1,11/09/22,15:36,7,encoding,7,wage,tape,,NA
9057,1,11/09/22,15:36,7,encoding,8,spit,poll,,NA
9057,1,11/09/22,15:36,7,encoding,9,snow,rear,,NA
9057,1,11/09/22,15:36,7,encoding,10,soda,fort,,NA
9057,1,11/09/22,15:36,7,recall,1,bull,host,ride,2597.0198
9057,1,11/09/22,15:36,7,recall,2,wage,tape,,1168.8813
9057,1,11/09/22,15:36,7,recall,3,spit,poll,fire,1715.2454
9057,1,11/09/22,15:36,7,recall,4,skip,gore,,2761.2774
9057,1,11/09/22,15:36,7,recall,5,coil,farm,,1004.2915
9057,1,11/09/22,15:36,7,recall,6,dose,fair,stair,3649.95
9057,1,11/09/22,15:36,7,recall,7,surf,hill,,1323.7379
9057,1,11/09/22,15:36,7,recall,8,soda,fort,,259.3386
9057,1,11/09/22,15:36,7,recall,9,snow,rear,,513.5362
9057,1,11/09/22,15:36,7,recall,10,yell,post,,316.6437
9057,1,11/09/22,15:36,8,encoding,1,dash,shop,,NA
9057,1,11/09/22,15:36,8,encoding,2,demo,worm,,NA
9057,1,11/09/22,15:36,8,encoding,3,cafe,base,,NA
9057,1,11/09/22,15:36,8,encoding,4,trek,teen,,NA
9057,1,11/09/22,15:36,8,encoding,5,boom,cart,,NA
9057,1,11/09/22,15:36,8,encoding,6,rise,name,,NA
9057,1,11/09/22,15:36,8,encoding,7,load,tire,,NA
9057,1,11/09/22,15:36,8,encoding,8,wand,fact,,NA
9057,1,11/09/22,15:36,8,encoding,9,silk,wall,,NA
9057,1,11/09/22,15:36,8,encoding,10,reef,word,,NA
9057,1,11/09/22,15:36,8,recall,1,demo,worm,mode,3701.4213
9057,1,11/09/22,15:36,8,recall,2,load,tire,,841.8283
9057,1,11/09/22,15:36,8,recall,3,rise,name,,681.4869
9057,1,11/09/22,15:36,8,recall,4,wand,fact,,220.5729
9057,1,11/09/22,15:36,8,recall,5,silk,wall,,340.9636
9057,1,11/09/22,15:36,8,recall,6,reef,word,,243.725
9057,1,11/09/22,15:36,8,recall,7,cafe,base,,250.0005
9057,1,11/09/22,15:36,8,recall,8,boom,cart,,282.4319
9057,1,11/09/22,15:36,8,recall,9,dash,shop,,363.1822
9057,1,11/09/22,15:36,8,recall,10,trek,teen,,258.4431
9057,1,11/09/22,15:36,9,encoding,1,soul,mood,,NA
9057,1,11/09/22,15:36,9,encoding,2,toil,wood,,NA
9057,1,11/09/22,15:36,9,encoding,3,half,pick,,NA
9057,1,11/09/22,15:36,9,encoding,4,brew,gang,,NA
9057,1,11/09/22,15:36,9,encoding,5,army,path,,NA
9057,1,11/09/22,15:36,9,encoding,6,herb,yarn,,NA
9057,1,11/09/22,15:36,9,encoding,7,exam,moss,,NA
9057,1,11/09/22,15:36,9,encoding,8,sake,film,,NA
9057,1,11/09/22,15:36,9,encoding,9,jury,fill,,NA
9057,1,11/09/22,15:36,9,encoding,10,hemp,soap,,NA
9057,1,11/09/22,15:36,9,recall,1,exam,moss,,1481.8284
9057,1,11/09/22,15:36,9,recall,2,hemp,soap,,570.5247
9057,1,11/09/22,15:36,9,recall,3,army,path,,1169.1068
9057,1,11/09/22,15:36,9,recall,4,soul,mood,,347.3373
9057,1,11/09/22,15:36,9,recall,5,toil,wood,,594.7991
9057,1,11/09/22,15:36,9,recall,6,half,pick,,435.4241
9057,1,11/09/22,15:36,9,recall,7,jury,fill,,860.3975
9057,1,11/09/22,15:36,9,recall,8,brew,gang,,412.6287
9057,1,11/09/22,15:36,9,recall,9,herb,yarn,grab,7008.8243
9057,1,11/09/22,15:36,9,recall,10,sake,film,,1123.7655
9057,1,11/09/22,15:36,10,encoding,1,grin,beam,,NA
9057,1,11/09/22,15:36,10,encoding,2,mute,clip,,NA
9057,1,11/09/22,15:36,10,encoding,3,visa,foot,,NA
9057,1,11/09/22,15:36,10,encoding,4,earl,slam,,NA
9057,1,11/09/22,15:36,10,encoding,5,dive,foil,,NA
9057,1,11/09/22,15:36,10,encoding,6,wrap,show,,NA
9057,1,11/09/22,15:36,10,encoding,7,whip,zone,,NA
9057,1,11/09/22,15:36,10,encoding,8,jail,save,,NA
9057,1,11/09/22,15:36,10,encoding,9,tail,rice,,NA
9057,1,11/09/22,15:36,10,encoding,10,tour,lane,,NA
9057,1,11/09/22,15:36,10,recall,1,tail,rice,rice,3648.7074
9057,1,11/09/22,15:36,10,recall,2,grin,beam,,938.162
9057,1,11/09/22,15:36,10,recall,3,whip,zone,zone,3152.6639
9057,1,11/09/22,15:36,10,recall,4,mute,clip,,802.8304
9057,1,11/09/22,15:36,10,recall,5,wrap,show,,2148.8326
9057,1,11/09/22,15:36,10,recall,6,earl,slam,,3618.009
9057,1,11/09/22,15:36,10,recall,7,dive,foil,whip,3386.3007
9057,1,11/09/22,15:36,10,recall,8,jail,save,save,1970.0582
9057,1,11/09/22,15:36,10,recall,9,tour,lane,lane,2105.5936
9057,1,11/09/22,15:36,10,recall,10,visa,foot,,873.9403
9058,1,11/14/22,09:53,0,encoding,1,atom,gift,,NA
9058,1,11/14/22,09:53,0,encoding,2,zone,cage,,NA
9058,1,11/14/22,09:53,0,encoding,3,newt,folk,,NA
9058,1,11/14/22,09:53,0,recall,1,atom,gift,gift,5068.4894
9058,1,11/14/22,09:53,0,recall,2,zone,cage,cage,1682.2186
9058,1,11/14/22,09:53,0,recall,3,newt,folk,folk,1384.1178
9058,1,11/14/22,09:53,1,encoding,1,gulf,lion,,NA
9058,1,11/14/22,09:53,1,encoding,2,role,chow,,NA
9058,1,11/14/22,09:53,1,encoding,3,idea,mode,,NA
9058,1,11/14/22,09:53,1,encoding,4,shed,peak,,NA
9058,1,11/14/22,09:53,1,encoding,5,tear,wing,,NA
9058,1,11/14/22,09:53,1,encoding,6,year,walk,,NA
9058,1,11/14/22,09:53,1,encoding,7,neon,node,,NA
9058,1,11/14/22,09:53,1,encoding,8,burn,lift,,NA
9058,1,11/14/22,09:53,1,encoding,9,math,norm,,NA
9058,1,11/14/22,09:53,1,encoding,10,lead,open,,NA
9058,1,11/14/22,09:53,1,recall,1,year,walk,,NA
9058,1,11/14/22,09:53,1,recall,2,role,chow,chow,4125.4507
9058,1,11/14/22,09:53,1,recall,3,lead,open,node,3033.0207
9058,1,11/14/22,09:53,1,recall,4,idea,mode,mode,1663.5753
9058,1,11/14/22,09:53,1,recall,5,burn,lift,lift,2009.4068
9058,1,11/14/22,09:53,1,recall,6,neon,node,node,1553.7651
9058,1,11/14/22,09:53,1,recall,7,math,norm,,NA
9058,1,11/14/22,09:53,1,recall,8,gulf,lion,lion,2133.4538
9058,1,11/14/22,09:53,1,recall,9,shed,peak,tear,5082.396
9058,1,11/14/22,09:53,1,recall,10,tear,wing,,NA
9058,1,11/14/22,09:53,2,encoding,1,bulb,calm,,NA
9058,1,11/14/22,09:53,2,encoding,2,pulp,lion,,NA
9058,1,11/14/22,09:53,2,encoding,3,call,coat,,NA
9058,1,11/14/22,09:53,2,encoding,4,fire,race,,NA
9058,1,11/14/22,09:53,2,encoding,5,hail,game,,NA
9058,1,11/14/22,09:53,2,encoding,6,loss,port,,NA
9058,1,11/14/22,09:53,2,encoding,7,hawk,bell,,NA
9058,1,11/14/22,09:53,2,encoding,8,ping,spec,,NA
9058,1,11/14/22,09:53,2,encoding,9,ring,slap,,NA
9058,1,11/14/22,09:53,2,encoding,10,salt,corp,,NA
9058,1,11/14/22,09:53,2,recall,1,salt,corp,corp,1915.2902
9058,1,11/14/22,09:53,2,recall,2,hawk,bell,,NA
9058,1,11/14/22,09:53,2,recall,3,bulb,calm,calm,2112.8974
9058,1,11/14/22,09:53,2,recall,4,ping,spec,,NA
9058,1,11/14/22,09:53,2,recall,5,ring,slap,,NA
9058,1,11/14/22,09:53,2,recall,6,pulp,lion,lion,4649.4863
9058,1,11/14/22,09:53,2,recall,7,hail,game,,NA
9058,1,11/14/22,09:53,2,recall,8,fire,race,race,2887.7329
9058,1,11/14/22,09:53,2,recall,9,loss,port,,NA
9058,1,11/14/22,09:53,2,recall,10,call,coat,,NA
9058,1,11/14/22,09:53,3,encoding,1,hull,bash,,NA
9058,1,11/14/22,09:53,3,encoding,2,card,swim,,NA
9058,1,11/14/22,09:53,3,encoding,3,city,cube,,NA
9058,1,11/14/22,09:53,3,encoding,4,bird,shot,,NA
9058,1,11/14/22,09:53,3,encoding,5,zoom,flaw,,NA
9058,1,11/14/22,09:53,3,encoding,6,head,unit,,NA
9058,1,11/14/22,09:53,3,encoding,7,rush,test,,NA
9058,1,11/14/22,09:53,3,encoding,8,glue,keep,,NA
9058,1,11/14/22,09:53,3,encoding,9,nose,ammo,,NA
9058,1,11/14/22,09:53,3,encoding,10,monk,jazz,,NA
9058,1,11/14/22,09:53,3,recall,1,hull,bash,bash,3139.9741
9058,1,11/14/22,09:53,3,recall,2,nose,ammo,,NA
9058,1,11/14/22,09:53,3,recall,3,card,swim,swim,5680.8257
9058,1,11/14/22,09:53,3,recall,4,zoom,flaw,flaw,1801.7513
9058,1,11/14/22,09:53,3,recall,5,rush,test,test,2909.8567
9058,1,11/14/22,09:53,3,recall,6,head,unit,unit,1878.1074
9058,1,11/14/22,09:53,3,recall,7,glue,keep,keep,1865.5541
9058,1,11/14/22,09:53,3,recall,8,monk,jazz,jazz,2179.1367
9058,1,11/14/22,09:53,3,recall,9,bird,shot,shot,2900.2219
9058,1,11/14/22,09:53,3,recall,10,city,cube,cube,1773.6774
9058,1,11/14/22,09:53,4,encoding,1,desk,body,,NA
9058,1,11/14/22,09:53,4,encoding,2,gain,hive,,NA
