Subject,TrialProc,Trial,SetSize,Response,Accuracy,CorrectResponse,CorrectRejection,FalseAlarm,Miss,Hit,AdminTime,SessionDate,SessionTime
14123,real,38,5,same,0,different,0,0,1,0,9.185333333333332,10-20-2017,15:11:04
14123,real,39,7,different,1,different,0,0,0,1,9.185333333333332,10-20-2017,15:11:04
14123,real,40,5,different,1,different,0,0,0,1,9.185333333333332,10-20-2017,15:11:04
14123,real,41,7,same,1,same,1,0,0,0,9.185333333333332,10-20-2017,15:11:04
14123,real,42,7,same,0,different,0,0,1,0,9.185333333333332,10-20-2017,15:11:04
14123,real,43,5,same,1,same,1,0,0,0,9.185333333333332,10-20-2017,15:11:04
14123,real,44,5,same,1,same,1,0,0,0,9.185333333333332,10-20-2017,15:11:04
14123,real,45,5,same,0,different,0,0,1,0,9.185333333333332,10-20-2017,15:11:04
14123,real,46,7,same,1,same,1,0,0,0,9.185333333333332,10-20-2017,15:11:04
14123,real,47,7,same,0,different,0,0,1,0,9.185333333333332,10-20-2017,15:11:04
14123,real,48,5,same,1,same,1,0,0,0,9.185333333333332,10-20-2017,15:11:04
14123,real,49,5,different,1,different,0,0,0,1,9.185333333333332,10-20-2017,15:11:04
14123,real,50,5,different,1,different,0,0,0,1,9.185333333333332,10-20-2017,15:11:04
14123,real,51,7,same,1,same,1,0,0,0,9.185333333333332,10-20-2017,15:11:04
14123,real,52,7,different,1,different,0,0,0,1,9.185333333333332,10-20-2017,15:11:04
14123,real,53,7,same,1,same,1,0,0,0,9.185333333333332,10-20-2017,15:11:04
14123,real,54,7,different,0,same,0,1,0,0,9.185333333333332,10-20-2017,15:11:04
14123,real,55,5,same,1,same,1,0,0,0,9.185333333333332,10-20-2017,15:11:04
14123,real,56,7,different,1,different,0,0,0,1,9.185333333333332,10-20-2017,15:11:04
14123,real,57,7,same,1,same,1,0,0,0,9.185333333333332,10-20-2017,15:11:04
14123,real,58,5,same,1,same,1,0,0,0,9.185333333333332,10-20-2017,15:11:04
14123,real,59,5,same,1,same,1,0,0,0,9.185333333333332,10-20-2017,15:11:04
14123,real,60,5,different,1,different,0,0,0,1,9.185333333333332,10-20-2017,15:11:04
14123,real,61,7,same,0,different,0,0,1,0,9.185333333333332,10-20-2017,15:11:04
14123,real,62,7,same,1,same,1,0,0,0,9.185333333333332,10-20-2017,15:11:04
14123,real,63,5,same,1,same,1,0,0,0,9.185333333333332,10-20-2017,15:11:04
14123,real,64,7,different,1,different,0,0,0,1,9.185333333333332,10-20-2017,15:11:04
14123,real,65,5,same,1,same,1,0,0,0,9.185333333333332,10-20-2017,15:11:04
14123,real,66,5,same,1,same,1,0,0,0,9.185333333333332,10-20-2017,15:11:04
14123,real,67,5,same,1,same,1,0,0,0,9.185333333333332,10-20-2017,15:11:04
14123,real,68,7,same,1,same,1,0,0,0,9.185333333333332,10-20-2017,15:11:04
14123,real,69,7,same,0,different,0,0,1,0,9.185333333333332,10-20-2017,15:11:04
14123,real,70,7,same,1,same,1,0,0,0,9.185333333333332,10-20-2017,15:11:04
14123,real,71,5,same,0,different,0,0,1,0,9.185333333333332,10-20-2017,15:11:04
14123,real,72,5,same,1,same,1,0,0,0,9.185333333333332,10-20-2017,15:11:04
14123,real,73,5,same,0,different,0,0,1,0,9.185333333333332,10-20-2017,15:11:04
14123,real,74,7,different,1,different,0,0,0,1,9.185333333333332,10-20-2017,15:11:04
14123,real,75,5,different,1,different,0,0,0,1,9.185333333333332,10-20-2017,15:11:04
14123,real,76,7,different,1,different,0,0,0,1,9.185333333333332,10-20-2017,15:11:04
14123,real,77,7,different,1,different,0,0,0,1,9.185333333333332,10-20-2017,15:11:04
14123,real,78,5,different,1,different,0,0,0,1,9.185333333333332,10-20-2017,15:11:04
14123,real,79,7,same,1,same,1,0,0,0,9.185333333333332,10-20-2017,15:11:04
14123,real,80,5,different,1,different,0,0,0,1,9.185333333333332,10-20-2017,15:11:04
14124,practice,1,5,same,1,same,1,0,0,0,8.620516666666667,11-27-2017,15:11:07
14124,practice,2,7,different,0,same,0,1,0,0,8.620516666666667,11-27-2017,15:11:07
14124,practice,3,7,different,1,different,0,0,0,1,8.620516666666667,11-27-2017,15:11:07
14124,practice,4,5,same,1,same,1,0,0,0,8.620516666666667,11-27-2017,15:11:07
14124,practice,5,5,different,1,different,0,0,0,1,8.620516666666667,11-27-2017,15:11:07
14124,practice,6,7,different,1,different,0,0,0,1,8.620516666666667,11-27-2017,15:11:07
14124,real,1,7,same,0,different,0,0,1,0,8.620516666666667,11-27-2017,15:11:07
14124,real,2,7,same,0,different,0,0,1,0,8.620516666666667,11-27-2017,15:11:07
14124,real,3,5,same,1,same,1,0,0,0,8.620516666666667,11-27-2017,15:11:07
14124,real,4,7,different,1,different,0,0,0,1,8.620516666666667,11-27-2017,15:11:07
14124,real,5,7,same,1,same,1,0,0,0,8.620516666666667,11-27-2017,15:11:07
14124,real,6,5,same,1,same,1,0,0,0,8.620516666666667,11-27-2017,15:11:07
14124,real,7,7,same,0,different,0,0,1,0,8.620516666666667,11-27-2017,15:11:07
14124,real,8,5,same,1,same,1,0,0,0,8.620516666666667,11-27-2017,15:11:07
14124,real,9,7,same,1,same,1,0,0,0,8.620516666666667,11-27-2017,15:11:07
14124,real,10,7,different,1,different,0,0,0,1,8.620516666666667,11-27-2017,15:11:07
14124,real,11,7,same,0,different,0,0,1,0,8.620516666666667,11-27-2017,15:11:07
14124,real,12,5,same,0,different,0,0,1,0,8.620516666666667,11-27-2017,15:11:07
14124,real,13,5,same,1,same,1,0,0,0,8.620516666666667,11-27-2017,15:11:07
14124,real,14,5,same,1,same,1,0,0,0,8.620516666666667,11-27-2017,15:11:07
14124,real,15,5,same,0,different,0,0,1,0,8.620516666666667,11-27-2017,15:11:07
14124,real,16,7,same,1,same,1,0,0,0,8.620516666666667,11-27-2017,15:11:07
14124,real,17,5,same,0,different,0,0,1,0,8.620516666666667,11-27-2017,15:11:07
14124,real,18,7,different,1,different,0,0,0,1,8.620516666666667,11-27-2017,15:11:07
14124,real,19,5,different,1,different,0,0,0,1,8.620516666666667,11-27-2017,15:11:07
14124,real,20,7,different,1,different,0,0,0,1,8.620516666666667,11-27-2017,15:11:07
14124,real,21,7,different,1,different,0,0,0,1,8.620516666666667,11-27-2017,15:11:07
14124,real,22,7,different,0,same,0,1,0,0,8.620516666666667,11-27-2017,15:11:07
14124,real,23,7,same,1,same,1,0,0,0,8.620516666666667,11-27-2017,15:11:07
14124,real,24,5,different,1,different,0,0,0,1,8.620516666666667,11-27-2017,15:11:07
14124,real,25,7,different,1,different,0,0,0,1,8.620516666666667,11-27-2017,15:11:07
14124,real,26,5,different,1,different,0,0,0,1,8.620516666666667,11-27-2017,15:11:07
14124,real,27,5,same,1,same,1,0,0,0,8.620516666666667,11-27-2017,15:11:07
14124,real,28,7,same,1,same,1,0,0,0,8.620516666666667,11-27-2017,15:11:07
14124,real,29,7,different,1,different,0,0,0,1,8.620516666666667,11-27-2017,15:11:07
14124,real,30,7,different,0,same,0,1,0,0,8.620516666666667,11-27-2017,15:11:07
14124,real,31,5,same,0,different,0,0,1,0,8.620516666666667,11-27-2017,15:11:07
14124,real,32,5,same,1,same,1,0,0,0,8.620516666666667,11-27-2017,15:11:07
14124,real,33,5,different,0,same,0,1,0,0,8.620516666666667,11-27-2017,15:11:07
14124,real,34,5,same,1,same,1,0,0,0,8.620516666666667,11-27-2017,15:11:07
14124,real,35,7,same,1,same,1,0,0,0,8.620516666666667,11-27-2017,15:11:07
14124,real,36,7,same,1,same,1,0,0,0,8.620516666666667,11-27-2017,15:11:07
14124,real,37,7,same,1,same,1,0,0,0,8.620516666666667,11-27-2017,15:11:07
14124,real,38,5,same,0,different,0,0,1,0,8.620516666666667,11-27-2017,15:11:07
14124,real,39,7,different,1,different,0,0,0,1,8.620516666666667,11-27-2017,15:11:07
14124,real,40,5,different,1,different,0,0,0,1,8.620516666666667,11-27-2017,15:11:07
14124,real,41,5,same,1,same,1,0,0,0,8.620516666666667,11-27-2017,15:11:07
14124,real,42,5,same,1,same,1,0,0,0,8.620516666666667,11-27-2017,15:11:07
14124,real,43,5,different,1,different,0,0,0,1,8.620516666666667,11-27-2017,15:11:07
14124,real,44,5,same,1,same,1,0,0,0,8.620516666666667,11-27-2017,15:11:07
14124,real,45,7,different,1,different,0,0,0,1,8.620516666666667,11-27-2017,15:11:07
14124,real,46,7,same,1,same,1,0,0,0,8.620516666666667,11-27-2017,15:11:07
14124,real,47,5,same,0,different,0,0,1,0,8.620516666666667,11-27-2017,15:11:07
14124,real,48,5,same,1,same,1,0,0,0,8.620516666666667,11-27-2017,15:11:07
14124,real,49,5,different,0,same,0,1,0,0,8.620516666666667,11-27-2017,15:11:07
14124,real,50,5,same,1,same,1,0,0,0,8.620516666666667,11-27-2017,15:11:07
14124,real,51,7,same,0,different,0,0,1,0,8.620516666666667,11-27-2017,15:11:07
14124,real,52,5,different,1,different,0,0,0,1,8.620516666666667,11-27-2017,15:11:07
14124,real,53,5,different,1,different,0,0,0,1,8.620516666666667,11-27-2017,15:11:07
14124,real,54,5,same,1,same,1,0,0,0,8.620516666666667,11-27-2017,15:11:07
14124,real,55,7,same,1,same,1,0,0,0,8.620516666666667,11-27-2017,15:11:07
14124,real,56,7,same,1,same,1,0,0,0,8.620516666666667,11-27-2017,15:11:07
14124,real,57,5,different,1,different,0,0,0,1,8.620516666666667,11-27-2017,15:11:07
14124,real,58,5,different,1,different,0,0,0,1,8.620516666666667,11-27-2017,15:11:07
14124,real,59,7,same,1,same,1,0,0,0,8.620516666666667,11-27-2017,15:11:07
14124,real,60,7,different,0,same,0,1,0,0,8.620516666666667,11-27-2017,15:11:07
14124,real,61,7,same,1,same,1,0,0,0,8.620516666666667,11-27-2017,15:11:07
14124,real,62,5,same,1,same,1,0,0,0,8.620516666666667,11-27-2017,15:11:07
14124,real,63,7,same,1,same,1,0,0,0,8.620516666666667,11-27-2017,15:11:07
14124,real,64,7,same,1,same,1,0,0,0,8.620516666666667,11-27-2017,15:11:07
14124,real,65,7,different,1,different,0,0,0,1,8.620516666666667,11-27-2017,15:11:07
14124,real,66,5,same,1,same,1,0,0,0,8.620516666666667,11-27-2017,15:11:07
14124,real,67,7,same,1,same,1,0,0,0,8.620516666666667,11-27-2017,15:11:07
14124,real,68,5,same,0,different,0,0,1,0,8.620516666666667,11-27-2017,15:11:07
14124,real,69,7,different,1,different,0,0,0,1,8.620516666666667,11-27-2017,15:11:07
14124,real,70,7,same,0,different,0,0,1,0,8.620516666666667,11-27-2017,15:11:07
14124,real,71,7,same,1,same,1,0,0,0,8.620516666666667,11-27-2017,15:11:07
14124,real,72,7,different,1,different,0,0,0,1,8.620516666666667,11-27-2017,15:11:07
14124,real,73,5,same,1,same,1,0,0,0,8.620516666666667,11-27-2017,15:11:07
14124,real,74,5,same,0,different,0,0,1,0,8.620516666666667,11-27-2017,15:11:07
14124,real,75,5,same,1,same,1,0,0,0,8.620516666666667,11-27-2017,15:11:07
14124,real,76,5,same,0,different,0,0,1,0,8.620516666666667,11-27-2017,15:11:07
14124,real,77,5,same,0,different,0,0,1,0,8.620516666666667,11-27-2017,15:11:07
14124,real,78,5,same,0,different,0,0,1,0,8.620516666666667,11-27-2017,15:11:07
14124,real,79,7,same,0,different,0,0,1,0,8.620516666666667,11-27-2017,15:11:07
14124,real,80,7,same,0,different,0,0,1,0,8.620516666666667,11-27-2017,15:11:07
14125,practice,1,5,same,1,same,1,0,0,0,11.52295,10-18-2017,08:26:39
14125,practice,2,7,same,1,same,1,0,0,0,11.52295,10-18-2017,08:26:39
14125,practice,3,7,same,0,different,0,0,1,0,11.52295,10-18-2017,08:26:39
14125,practice,4,5,same,1,same,1,0,0,0,11.52295,10-18-2017,08:26:39
14125,practice,5,5,different,1,different,0,0,0,1,11.52295,10-18-2017,08:26:39
14125,practice,6,7,different,1,different,0,0,0,1,11.52295,10-18-2017,08:26:39
14125,real,1,7,different,0,same,0,1,0,0,11.52295,10-18-2017,08:26:39
14125,real,2,7,different,1,different,0,0,0,1,11.52295,10-18-2017,08:26:39
14125,real,3,7,same,1,same,1,0,0,0,11.52295,10-18-2017,08:26:39
14125,real,4,5,different,0,same,0,1,0,0,11.52295,10-18-2017,08:26:39
14125,real,5,5,different,1,different,0,0,0,1,11.52295,10-18-2017,08:26:39
14125,real,6,7,same,1,same,1,0,0,0,11.52295,10-18-2017,08:26:39
14125,real,7,7,different,1,different,0,0,0,1,11.52295,10-18-2017,08:26:39
14125,real,8,5,same,0,different,0,0,1,0,11.52295,10-18-2017,08:26:39
14125,real,9,5,same,1,same,1,0,0,0,11.52295,10-18-2017,08:26:39
14125,real,10,7,different,0,same,0,1,0,0,11.52295,10-18-2017,08:26:39
14125,real,11,7,different,0,same,0,1,0,0,11.52295,10-18-2017,08:26:39
14125,real,12,5,same,1,same,1,0,0,0,11.52295,10-18-2017,08:26:39
14125,real,13,7,different,0,same,0,1,0,0,11.52295,10-18-2017,08:26:39
14125,real,14,5,same,1,same,1,0,0,0,11.52295,10-18-2017,08:26:39
14125,real,15,5,same,1,same,1,0,0,0,11.52295,10-18-2017,08:26:39
14125,real,16,7,different,1,different,0,0,0,1,11.52295,10-18-2017,08:26:39
14125,real,17,5,same,0,different,0,0,1,0,11.52295,10-18-2017,08:26:39
14125,real,18,5,same,1,same,1,0,0,0,11.52295,10-18-2017,08:26:39
14125,real,19,5,different,1,different,0,0,0,1,11.52295,10-18-2017,08:26:39
14125,real,20,7,different,1,different,0,0,0,1,11.52295,10-18-2017,08:26:39
14125,real,21,7,different,1,different,0,0,0,1,11.52295,10-18-2017,08:26:39
14125,real,22,7,different,1,different,0,0,0,1,11.52295,10-18-2017,08:26:39
14125,real,23,5,different,1,different,0,0,0,1,11.52295,10-18-2017,08:26:39
14125,real,24,7,same,0,different,0,0,1,0,11.52295,10-18-2017,08:26:39
14125,real,25,5,same,1,same,1,0,0,0,11.52295,10-18-2017,08:26:39
14125,real,26,5,different,1,different,0,0,0,1,11.52295,10-18-2017,08:26:39
14125,real,27,5,different,1,different,0,0,0,1,11.52295,10-18-2017,08:26:39
14125,real,28,5,different,1,different,0,0,0,1,11.52295,10-18-2017,08:26:39
14125,real,29,5,same,1,same,1,0,0,0,11.52295,10-18-2017,08:26:39
14125,real,30,7,different,1,different,0,0,0,1,11.52295,10-18-2017,08:26:39
14125,real,31,7,different,1,different,0,0,0,1,11.52295,10-18-2017,08:26:39
14125,real,32,5,same,0,different,0,0,1,0,11.52295,10-18-2017,08:26:39
14125,real,33,7,different,0,same,0,1,0,0,11.52295,10-18-2017,08:26:39
14125,real,34,5,same,0,different,0,0,1,0,11.52295,10-18-2017,08:26:39
14125,real,35,7,same,1,same,1,0,0,0,11.52295,10-18-2017,08:26:39
14125,real,36,5,same,1,same,1,0,0,0,11.52295,10-18-2017,08:26:39
14125,real,37,5,different,1,different,0,0,0,1,11.52295,10-18-2017,08:26:39
14125,real,38,7,different,0,same,0,1,0,0,11.52295,10-18-2017,08:26:39
14125,real,39,5,same,1,same,1,0,0,0,11.52295,10-18-2017,08:26:39
14125,real,40,5,same,1,same,1,0,0,0,11.52295,10-18-2017,08:26:39
14125,real,41,5,different,0,same,0,1,0,0,11.52295,10-18-2017,08:26:39
14125,real,42,7,same,0,different,0,0,1,0,11.52295,10-18-2017,08:26:39
14125,real,43,7,different,1,different,0,0,0,1,11.52295,10-18-2017,08:26:39
14125,real,44,5,different,0,same,0,1,0,0,11.52295,10-18-2017,08:26:39
14125,real,45,5,different,1,different,0,0,0,1,11.52295,10-18-2017,08:26:39
14125,real,46,7,same,1,same,1,0,0,0,11.52295,10-18-2017,08:26:39
14125,real,47,5,same,1,same,1,0,0,0,11.52295,10-18-2017,08:26:39
14125,real,48,7,different,0,same,0,1,0,0,11.52295,10-18-2017,08:26:39
14125,real,49,7,same,1,same,1,0,0,0,11.52295,10-18-2017,08:26:39
14125,real,50,7,different,1,different,0,0,0,1,11.52295,10-18-2017,08:26:39
14125,real,51,7,same,0,different,0,0,1,0,11.52295,10-18-2017,08:26:39
14125,real,52,7,different,1,different,0,0,0,1,11.52295,10-18-2017,08:26:39
14125,real,53,5,different,0,same,0,1,0,0,11.52295,10-18-2017,08:26:39
14125,real,54,7,different,1,different,0,0,0,1,11.52295,10-18-2017,08:26:39
14125,real,55,5,different,1,different,0,0,0,1,11.52295,10-18-2017,08:26:39
14125,real,56,7,same,1,same,1,0,0,0,11.52295,10-18-2017,08:26:39
14125,real,57,7,different,1,different,0,0,0,1,11.52295,10-18-2017,08:26:39
14125,real,58,7,different,1,different,0,0,0,1,11.52295,10-18-2017,08:26:39
14125,real,59,7,same,1,same,1,0,0,0,11.52295,10-18-2017,08:26:39
14125,real,60,7,different,0,same,0,1,0,0,11.52295,10-18-2017,08:26:39
14125,real,61,5,same,1,same,1,0,0,0,11.52295,10-18-2017,08:26:39
14125,real,62,7,same,1,same,1,0,0,0,11.52295,10-18-2017,08:26:39
14125,real,63,5,different,1,different,0,0,0,1,11.52295,10-18-2017,08:26:39
14125,real,64,5,different,1,different,0,0,0,1,11.52295,10-18-2017,08:26:39
14125,real,65,5,different,1,different,0,0,0,1,11.52295,10-18-2017,08:26:39
14125,real,66,7,different,1,different,0,0,0,1,11.52295,10-18-2017,08:26:39
14125,real,67,7,different,0,same,0,1,0,0,11.52295,10-18-2017,08:26:39
14125,real,68,5,different,1,different,0,0,0,1,11.52295,10-18-2017,08:26:39
14125,real,69,5,different,1,different,0,0,0,1,11.52295,10-18-2017,08:26:39
14125,real,70,5,different,0,same,0,1,0,0,11.52295,10-18-2017,08:26:39
14125,real,71,5,different,1,different,0,0,0,1,11.52295,10-18-2017,08:26:39
14125,real,72,5,different,1,different,0,0,0,1,11.52295,10-18-2017,08:26:39
14125,real,73,5,different,0,same,0,1,0,0,11.52295,10-18-2017,08:26:39
14125,real,74,7,different,0,same,0,1,0,0,11.52295,10-18-2017,08:26:39
14125,real,75,7,different,1,different,0,0,0,1,11.52295,10-18-2017,08:26:39
14125,real,76,5,different,0,same,0,1,0,0,11.52295,10-18-2017,08:26:39
14125,real,77,7,different,0,same,0,1,0,0,11.52295,10-18-2017,08:26:39
14125,real,78,7,same,0,different,0,0,1,0,11.52295,10-18-2017,08:26:39
14125,real,79,5,different,0,same,0,1,0,0,11.52295,10-18-2017,08:26:39
14125,real,80,7,different,0,same,0,1,0,0,11.52295,10-18-2017,08:26:39
14126,practice,1,5,same,1,same,1,0,0,0,7.214733333333333,10-23-2017,13:20:19
14126,practice,2,7,same,1,same,1,0,0,0,7.214733333333333,10-23-2017,13:20:19
14126,practice,3,7,same,0,different,0,0,1,0,7.214733333333333,10-23-2017,13:20:19
14126,practice,4,5,same,1,same,1,0,0,0,7.214733333333333,10-23-2017,13:20:19
14126,practice,5,5,different,1,different,0,0,0,1,7.214733333333333,10-23-2017,13:20:19
14126,practice,6,7,different,1,different,0,0,0,1,7.214733333333333,10-23-2017,13:20:19
14126,real,1,5,different,1,different,0,0,0,1,7.214733333333333,10-23-2017,13:20:19
14126,real,2,5,same,1,same,1,0,0,0,7.214733333333333,10-23-2017,13:20:19
14126,real,3,7,same,0,different,0,0,1,0,7.214733333333333,10-23-2017,13:20:19
14126,real,4,7,same,1,same,1,0,0,0,7.214733333333333,10-23-2017,13:20:19
14126,real,5,7,different,1,different,0,0,0,1,7.214733333333333,10-23-2017,13:20:19
14126,real,6,5,same,1,same,1,0,0,0,7.214733333333333,10-23-2017,13:20:19
14126,real,7,5,same,1,same,1,0,0,0,7.214733333333333,10-23-2017,13:20:19
14126,real,8,5,different,1,different,0,0,0,1,7.214733333333333,10-23-2017,13:20:19
14126,real,9,7,same,0,different,0,0,1,0,7.214733333333333,10-23-2017,13:20:19
14126,real,10,5,same,1,same,1,0,0,0,7.214733333333333,10-23-2017,13:20:19
14126,real,11,7,different,1,different,0,0,0,1,7.214733333333333,10-23-2017,13:20:19
14126,real,12,5,same,1,same,1,0,0,0,7.214733333333333,10-23-2017,13:20:19
14126,real,13,7,same,1,same,1,0,0,0,7.214733333333333,10-23-2017,13:20:19
14126,real,14,5,different,1,different,0,0,0,1,7.214733333333333,10-23-2017,13:20:19
14126,real,15,7,different,1,different,0,0,0,1,7.214733333333333,10-23-2017,13:20:19
14126,real,16,5,different,1,different,0,0,0,1,7.214733333333333,10-23-2017,13:20:19
14126,real,17,7,same,1,same,1,0,0,0,7.214733333333333,10-23-2017,13:20:19
14126,real,18,5,different,1,different,0,0,0,1,7.214733333333333,10-23-2017,13:20:19
14126,real,19,5,same,1,same,1,0,0,0,7.214733333333333,10-23-2017,13:20:19
14126,real,20,7,same,0,different,0,0,1,0,7.214733333333333,10-23-2017,13:20:19
14126,real,21,5,different,1,different,0,0,0,1,7.214733333333333,10-23-2017,13:20:19
14126,real,22,5,different,0,same,0,1,0,0,7.214733333333333,10-23-2017,13:20:19
14126,real,23,7,same,1,same,1,0,0,0,7.214733333333333,10-23-2017,13:20:19
14126,real,24,5,same,1,same,1,0,0,0,7.214733333333333,10-23-2017,13:20:19
14126,real,25,7,different,1,different,0,0,0,1,7.214733333333333,10-23-2017,13:20:19
14126,real,26,5,same,1,same,1,0,0,0,7.214733333333333,10-23-2017,13:20:19
14126,real,27,5,different,1,different,0,0,0,1,7.214733333333333,10-23-2017,13:20:19
14126,real,28,7,same,1,same,1,0,0,0,7.214733333333333,10-23-2017,13:20:19
14126,real,29,7,same,1,same,1,0,0,0,7.214733333333333,10-23-2017,13:20:19
14126,real,30,7,same,1,same,1,0,0,0,7.214733333333333,10-23-2017,13:20:19
14126,real,31,5,same,1,same,1,0,0,0,7.214733333333333,10-23-2017,13:20:19
14126,real,32,5,different,1,different,0,0,0,1,7.214733333333333,10-23-2017,13:20:19
14126,real,33,7,same,1,same,1,0,0,0,7.214733333333333,10-23-2017,13:20:19
14126,real,34,7,same,0,different,0,0,1,0,7.214733333333333,10-23-2017,13:20:19
14126,real,35,7,different,1,different,0,0,0,1,7.214733333333333,10-23-2017,13:20:19
14126,real,36,7,different,1,different,0,0,0,1,7.214733333333333,10-23-2017,13:20:19
14126,real,37,7,different,1,different,0,0,0,1,7.214733333333333,10-23-2017,13:20:19
14126,real,38,7,same,1,same,1,0,0,0,7.214733333333333,10-23-2017,13:20:19
14126,real,39,7,different,0,same,0,1,0,0,7.214733333333333,10-23-2017,13:20:19
14126,real,40,7,same,1,same,1,0,0,0,7.214733333333333,10-23-2017,13:20:19
14126,real,41,7,same,1,same,1,0,0,0,7.214733333333333,10-23-2017,13:20:19
14126,real,42,7,same,1,same,1,0,0,0,7.214733333333333,10-23-2017,13:20:19
14126,real,43,5,different,1,different,0,0,0,1,7.214733333333333,10-23-2017,13:20:19
14126,real,44,7,same,1,same,1,0,0,0,7.214733333333333,10-23-2017,13:20:19
14126,real,45,5,same,0,different,0,0,1,0,7.214733333333333,10-23-2017,13:20:19
14126,real,46,5,same,0,different,0,0,1,0,7.214733333333333,10-23-2017,13:20:19
14126,real,47,7,same,1,same,1,0,0,0,7.214733333333333,10-23-2017,13:20:19
14126,real,48,5,same,1,same,1,0,0,0,7.214733333333333,10-23-2017,13:20:19
14126,real,49,5,same,0,different,0,0,1,0,7.214733333333333,10-23-2017,13:20:19
14126,real,50,7,different,0,same,0,1,0,0,7.214733333333333,10-23-2017,13:20:19
14126,real,51,5,same,1,same,1,0,0,0,7.214733333333333,10-23-2017,13:20:19
14126,real,52,5,different,1,different,0,0,0,1,7.214733333333333,10-23-2017,13:20:19
14126,real,53,7,same,0,different,0,0,1,0,7.214733333333333,10-23-2017,13:20:19
14126,real,54,7,same,1,same,1,0,0,0,7.214733333333333,10-23-2017,13:20:19
14126,real,55,7,different,1,different,0,0,0,1,7.214733333333333,10-23-2017,13:20:19
14126,real,56,5,different,1,different,0,0,0,1,7.214733333333333,10-23-2017,13:20:19
14126,real,57,7,same,0,different,0,0,1,0,7.214733333333333,10-23-2017,13:20:19
14126,real,58,5,same,1,same,1,0,0,0,7.214733333333333,10-23-2017,13:20:19
14126,real,59,5,different,1,different,0,0,0,1,7.214733333333333,10-23-2017,13:20:19
14126,real,60,5,same,1,same,1,0,0,0,7.214733333333333,10-23-2017,13:20:19
14126,real,61,5,same,1,same,1,0,0,0,7.214733333333333,10-23-2017,13:20:19
14126,real,62,7,same,1,same,1,0,0,0,7.214733333333333,10-23-2017,13:20:19
14126,real,63,7,different,1,different,0,0,0,1,7.214733333333333,10-23-2017,13:20:19
14126,real,64,7,different,1,different,0,0,0,1,7.214733333333333,10-23-2017,13:20:19
14126,real,65,5,same,1,same,1,0,0,0,7.214733333333333,10-23-2017,13:20:19
14126,real,66,5,different,1,different,0,0,0,1,7.214733333333333,10-23-2017,13:20:19
14126,real,67,5,same,1,same,1,0,0,0,7.214733333333333,10-23-2017,13:20:19
14126,real,68,5,different,1,different,0,0,0,1,7.214733333333333,10-23-2017,13:20:19
14126,real,69,5,same,1,same,1,0,0,0,7.214733333333333,10-23-2017,13:20:19
14126,real,70,7,different,0,same,0,1,0,0,7.214733333333333,10-23-2017,13:20:19
14126,real,71,5,same,0,different,0,0,1,0,7.214733333333333,10-23-2017,13:20:19
14126,real,72,5,different,1,different,0,0,0,1,7.214733333333333,10-23-2017,13:20:19
14126,real,73,7,same,0,different,0,0,1,0,7.214733333333333,10-23-2017,13:20:19
14126,real,74,7,different,1,different,0,0,0,1,7.214733333333333,10-23-2017,13:20:19
14126,real,75,7,same,1,same,1,0,0,0,7.214733333333333,10-23-2017,13:20:19
14126,real,76,5,same,1,same,1,0,0,0,7.214733333333333,10-23-2017,13:20:19
14126,real,77,7,same,0,different,0,0,1,0,7.214733333333333,10-23-2017,13:20:19
14126,real,78,5,same,1,same,1,0,0,0,7.214733333333333,10-23-2017,13:20:19
14126,real,79,5,different,1,different,0,0,0,1,7.214733333333333,10-23-2017,13:20:19
14126,real,80,7,different,1,different,0,0,0,1,7.214733333333333,10-23-2017,13:20:19
14128,practice,1,5,different,0,same,0,1,0,0,11.0027,11-03-2017,11:11:30
14128,practice,2,7,same,1,same,1,0,0,0,11.0027,11-03-2017,11:11:30
14128,practice,3,7,same,0,different,0,0,1,0,11.0027,11-03-2017,11:11:30
14128,practice,4,5,same,1,same,1,0,0,0,11.0027,11-03-2017,11:11:30
14128,practice,5,5,same,0,different,0,0,1,0,11.0027,11-03-2017,11:11:30
14128,practice,6,7,different,1,different,0,0,0,1,11.0027,11-03-2017,11:11:30
14128,real,1,5,same,0,different,0,0,1,0,11.0027,11-03-2017,11:11:30
14128,real,2,7,different,1,different,0,0,0,1,11.0027,11-03-2017,11:11:30
14128,real,3,5,same,1,same,1,0,0,0,11.0027,11-03-2017,11:11:30
14128,real,4,7,different,1,different,0,0,0,1,11.0027,11-03-2017,11:11:30
14128,real,5,7,same,0,different,0,0,1,0,11.0027,11-03-2017,11:11:30
14128,real,6,7,same,1,same,1,0,0,0,11.0027,11-03-2017,11:11:30
14128,real,7,5,same,1,same,1,0,0,0,11.0027,11-03-2017,11:11:30
14128,real,8,7,same,1,same,1,0,0,0,11.0027,11-03-2017,11:11:30
14128,real,9,7,same,1,same,1,0,0,0,11.0027,11-03-2017,11:11:30
14128,real,10,7,same,1,same,1,0,0,0,11.0027,11-03-2017,11:11:30
14128,real,11,7,different,1,different,0,0,0,1,11.0027,11-03-2017,11:11:30
14128,real,12,5,same,1,same,1,0,0,0,11.0027,11-03-2017,11:11:30
14128,real,13,7,different,1,different,0,0,0,1,11.0027,11-03-2017,11:11:30
14128,real,14,5,same,1,same,1,0,0,0,11.0027,11-03-2017,11:11:30
14128,real,15,5,same,0,different,0,0,1,0,11.0027,11-03-2017,11:11:30
14128,real,16,5,same,1,same,1,0,0,0,11.0027,11-03-2017,11:11:30
